trans_x	trans_y	trans_z	rot_x	rot_y	rot_z
0.009333335439433833	0.0861476046780168	0.0684815908028924	0.0015849892627442567	0.0007543709253914689	-0.0005700138736535809
0.03191524491536261	0.03015366229057387	-0.017374221433600914	0.005408360098472193	0.0010696734861332796	0.0007920241684836814
-0.061709541539843156	0.08878252731300629	0.0732706054614297	0.003464645934866245	0.002776154228450522	0.002944161972386645
0.1015686358170296	-0.255719059725229	0.2437227252515768	0.003981909277489719	0.00336505821564366	0.0021160991767435284
0.2548979657772589	-0.21277151108469913	0.12689464326642963	0.0033123718510079236	0.002784784989303033	0.0009374915501207948
0.4785419420150999	-0.26647349679155435	-0.12335997799415782	0.005240890445008131	0.001876667578831892	0.0009702409590151207
0.2503743415893114	-0.48803578373515744	-0.4904867706148672	0.0016232932768617007	0.0038164190040368157	-0.002545919979560156
0.3013782034294576	-0.591670422713366	-0.4240555214272159	0.0031358798811265643	0.0033541162161135	-0.003701545710547892
0.3777827913039168	-0.7157112620628416	-0.5610948207070899	0.0026600689063587734	0.005878485511859192	-0.004495622325483769
0.5090513018319742	-1.0069831230393236	-0.8772058328648087	0.003044979258773921	0.0066200120173384135	-0.0011242628768583745
0.34974746525549677	-1.1331224132033433	-0.5468581166493289	0.0068128068167808906	0.005296628884490146	0.0016815367633658917
0.5641662747353942	-1.0049067567214032	-0.7460362555811983	0.009464419856362398	0.0034621512256775185	0.0025373804393146043
0.8016821238676927	-1.1770629357148807	-0.6980325839025304	0.010399012095120447	0.0028047148986288365	0.003166114610383844
0.9904162391782861	-1.404015087182421	-0.9054907800326908	0.007716525042945854	0.00503399208543244	0.003370447105746237
0.98316874401839	-1.39547667161406	-1.0115204612557418	0.005333340843202717	0.004486997778915629	0.0031636009914839144
1.1764477602585517	-1.492807228880359	-1.1672809623679679	0.009537612864282492	0.003979886581691972	0.001510458992086392
1.3092716234878354	-1.740084882649013	-1.5186381899983898	0.009952301108280498	0.00671638777158407	0.0004695144572391585
