actual_weight,ideal_weight,body_satisfaction
60.484907435579764,61.16243785765738,66.86125647550705
36.28028608767108,23.342038221438724,16.26914688303826
68.50812152451623,68.76645418648907,67.86566039967794
71.93016489504186,60.72514574964417,37.95669775217419
19.881366604230948,34.12267836495387,14.55778579403433
31.560768876478274,44.98407827335087,24.73326705647777
57.30112725701114,57.483192474060836,66.07116604070558
49.30763333781552,53.89193557205614,57.41963005385129
54.6975791649228,48.03308984133957,58.482588026599544
39.64520930367556,51.240699442878665,34.6665310324099
70.82916354753091,48.71638457048295,0.0
69.00025483772107,55.59356270574197,29.063632896530883
56.18855255610189,78.01536354088367,0.0
75.2903417254246,9.36680650416794,0.0
63.41516816053682,48.973545503335366,22.316140676188144
39.53273566810171,56.0007111633316,0.0
61.63751411348498,58.03189782468069,71.47525074666916
37.740113185078016,46.677452117538074,50.85146888932281
70.81210542353091,23.135729697864097,0.0
54.10133360224745,58.57592322313987,63.701606129191404
51.67247745618531,82.36495364079114,0.0
42.743268200729055,26.92435611642566,0.0
77.00574409613255,67.6850762328692,48.80481468605025
52.218469322761564,47.4150712069108,54.50812212228709
47.290099201064066,51.95748612090959,63.54691552324579
48.66159609121187,35.10072531803287,29.83340733946669
64.58156533996028,47.3142450699501,0.0
61.57799315855341,75.10075810988229,20.131017063332266
62.429187008727794,62.90513911379102,68.63500352533723
62.75477805414189,82.44929729196905,0.0
93.5496568156683,73.0160021126208,0.0
47.68452970507692,60.464473541802796,30.37108274127716
45.77963087671233,82.64688694485247,0.0
40.3520908915382,60.46288369855108,0.0
66.08762960635892,67.07579900555,60.92114270143903
75.32150126897605,47.95829378990996,0.0
52.94894576221225,54.13127886960648,63.06934480547265
39.87718341467449,41.14379500389529,64.77519795271496
40.15933811755769,69.8229268881125,0.0
66.71067018084462,32.968838407047286,0.0
68.37857508166196,66.29995582110024,69.72275853798685
64.77677682949351,49.75893202241229,15.117538275287407
43.020825268803506,72.91120058894442,0.0
59.178903815200954,65.76477280843142,53.85149282168293
57.10034456453311,83.95098467999563,0.0
58.936394741122236,65.42316974935696,59.99172791701252
70.68571800306742,26.275315653894907,0.0
59.02471987794428,51.86179606073058,57.82190788663747
67.2204441352941,33.075877725888134,0.0
56.21642325080005,44.18924267977333,35.776189833027416
60.20414917641971,78.69088336570427,0.0
66.36318806509372,63.83807478526083,67.87977913310513
28.771195242598004,41.118182714161314,18.400421673759222
49.24591810556858,35.76680477051322,22.964029062049004
46.533292222729685,53.557295578896436,49.89599180459538
43.50019873161985,32.318477460520825,24.131475817725345
50.047439477919696,41.59061528425812,50.8751219707528
81.90894360221913,58.30416101637115,0.0
39.415039917521625,72.64030461381384,0.0
72.42901038264665,63.348945027815475,58.37504542803646
24.708344110915515,14.048078353832302,14.924966362108098
48.97206946025605,58.17423439351442,46.903900271571
57.9295551718901,54.22457074495382,65.20718268844021
65.55200196446701,60.03613485133578,58.5057570809804
67.80207843627139,80.47556458807053,30.50799463135673
69.28025023359865,17.924949294319376,0.0
48.722948699528125,42.95124177175121,53.82900330576106
46.67766773203779,63.045407487487026,12.531538914295783
70.44356586262877,26.112895209282982,0.0
51.55652215213093,78.09113381690965,0.0
32.0376461799174,59.262062415911196,0.0
34.600830147937344,67.39192775933788,0.0
38.449858851971,43.293957754129494,54.27664718493706
63.948893392967754,66.83398272942557,55.68665536624573
57.56366324927018,71.16401645181365,22.811172456468974
67.42873637321983,56.958926342331864,43.14990733271189
47.309452365942384,56.98481517587783,43.531146055874274
57.85371443938086,57.59583506778934,61.3945061564128
66.26062709141206,38.32313049943051,0.0
49.43176228503571,50.492012435914,67.34432650661678
63.22195427603341,50.4071169483099,23.83892150881648
43.08533306080028,59.51769569400942,8.36817347423889
48.46503076182871,69.99701219747502,0.0
48.128717908030076,35.00488660636704,23.133481052114327
33.47488637939729,50.87484648456718,0.0
63.76550465414047,78.18474431020255,17.3105043969534
46.55075787635097,40.35900011018641,56.64545134869105
55.224894137098374,39.021749706064554,0.0
63.653439860306364,56.43920526113029,57.380880047532706
63.03756116853899,67.35454823825044,60.88581703401064
66.97693196151015,53.19424294453121,35.88032374111948
53.227261278830376,75.59233003742881,0.0
47.38063038320523,67.56549770363095,0.0
53.565072203684814,67.31094113713105,18.154203045984588
24.627980188755462,62.41998052250959,0.0
28.951975496384428,92.57010270588344,0.0
31.19140697762076,49.51225128927725,0.0
37.04955710317333,18.940121034869264,0.0
62.195936081021856,80.2723241457914,0.0
38.70137700351891,45.21910967373397,51.055802051857135
48.19307402729098,54.83396755383156,47.00404008623664
78.38610936014918,75.26236164262896,65.28245468460742
48.587248520894335,25.76158780199827,0.0
68.27528023240755,31.72199736019563,0.0
38.19488175982221,25.778275068979486,19.049094765031438
51.30212395838266,39.499683069567794,23.38303273099808
37.89960301160954,60.47382230228889,0.0
48.897404633789876,61.9111933278171,30.320867587942026
70.12554647423312,57.69666104858541,32.58613568558011
23.908232382537722,28.98297997382977,34.24438192265264
62.819625583825434,13.72824157724505,0.0
59.279240841981,53.9240109516365,62.157467971931
44.305300797457704,44.97980742814829,59.30043678013143
28.970958621007817,60.8095581191824,0.0
56.298331138849655,64.93321164576159,53.919257231755275
45.46913123685155,55.35010434499759,44.968077718102315
59.18817180438467,65.92226245138951,68.44348238495157
55.393338619421975,56.896593359956164,68.13345249010169
83.83202004377648,62.01109999522493,0.0
50.69159870548556,41.020554531212,41.56022589429187
36.57704513280643,49.946605964865206,27.335775340142597
58.22696142921369,56.34519364316827,69.37641228614982
58.95994031149177,66.94898408209612,58.49962081595837
79.46537635432786,46.30640007218227,0.0
