trans_x	trans_y	trans_z	rot_x	rot_y	rot_z
-0.24242603381959366	0.0230093890005907	0.07756675228959814	0.0037862778152976087	-0.00047792021442765375	0.003073579334137885
-0.7138662813125927	0.231641538912902	-0.2163438889337687	0.0026983255412227174	-0.0018455943269972694	-5.054880814628175e-05
-0.8620703569557039	0.4093005683171457	-0.1006741919288675	0.005939342502645245	0.0009217766479131784	0.00400645529907985
-0.9118051318271658	0.44302200969116606	-0.27768276552976573	0.00508603047312061	-0.0006967453082699585	0.002952378554481623
-0.8170283975829569	0.7012617518714627	-0.44421650840147686	0.0031719583659220634	-0.0004844455448246187	0.0053624083376840655
-0.7271026268194943	0.7896511282174661	-0.5868163465428928	0.0017383247263068108	0.0024728423521108074	0.002263917822837199
-0.6336004088899665	0.689860784596699	-0.5591075037844235	0.003377108430481132	0.00015817134709024102	0.0014474707142918975
-0.705585791295005	0.43724037046232844	-0.3481487661775585	-0.00036924675175026723	0.0024505035613485967	0.0022371633348398858
-0.8053674537747815	0.4620244622046136	-0.33811085540378377	-0.0014402486918187703	-0.0027141532812773395	0.006006236306490891
-0.7102435694185439	0.5899841399826078	-0.3798890029561268	-0.0012774912572918074	-0.0038937758510971896	0.006810596514258044
-0.8036114071485876	0.46241373691287313	0.015051399846505498	-0.0002535744267126794	-0.002130978033216179	0.005250208248816671
-0.8734765877110438	0.22763326152115368	0.035314223444913806	-9.223343352395919e-05	-0.003040774011663459	0.00973175957994785
-0.8966659494538264	0.19077254448026235	0.10349989090812509	-0.003252291345854398	-0.0024629348550377346	0.00956375758074709
-0.6251206801196645	0.20353422517808237	0.2724345397847199	-0.0028941373937832002	-0.0008709511263849756	0.010361404024873514
-0.7357301661564474	0.15163226354822174	0.0625518511967677	-0.0026733487370588106	0.0009495733733006074	0.006483962369832754
-0.6793360732533036	-0.040697237393044955	0.37349819751388286	-0.0018829984703527206	-8.245883143436698e-05	0.005949774027061178
-0.9491046538736031	-0.10217178073488947	0.6951857891891932	-0.0014255625618594713	-0.004534008205898064	0.006316922581427778
-0.9137517495267873	-0.31892729475285053	0.35909381389346234	-0.00121673502592194	-0.00781905619871342	0.0035437438370543874
-1.26642594694606	-0.5791471512902605	0.2269216719817009	-0.00013983917855891212	-0.00677348740038349	0.003442329885367674
-1.2718401615616766	-0.3519519969492718	0.003793013149249097	0.0013634224096825008	-0.007565865388576489	0.0074141782980373695
-1.598371978316199	-0.49633621257354793	-0.0858366870812742	-0.0023812574834911875	-0.005806770983674781	0.006323240967019632
-1.9020075574238822	-0.31788336111234095	-0.3077024087603688	-0.006313382666983948	-0.009493490415915837	0.006162621695387626
-2.1226982516423427	-0.42147906098781934	-0.20721516284345892	-0.00382650306930882	-0.008485367041608901	0.005506754687793966
-2.1368851000994065	-0.685585329298256	-0.18770437851650773	-0.005735698981490399	-0.005227160084858271	0.005567777973614633
-2.4261937981393276	-0.7022988541682652	-0.14178927239014452	-0.004196431501714868	-0.005742896020898676	0.005391386329686957
-2.238191426551258	-0.5550733837980488	0.034763881270474334	-0.004434221753521141	-0.004278675744176235	0.007296858429039533
-2.2165282278417	-0.884335225413882	0.1837513846673557	-0.0042203317341390975	-0.002716757627170798	0.004099447333898927
-2.4576771702199256	-1.4479244693263804	0.08900919350768528	-0.004579674472135526	-0.0029026192761036885	-0.0020355364656325283
-2.6944461827020465	-1.0247777226582402	0.11769843309656658	-0.006428799134609579	-0.00219023101879226	-0.003948309137345671
-2.5756962655901763	-1.1356606955004338	0.2742164254168472	-0.00366005414738587	-0.003628472069323785	-0.0038675953244732453
-2.432534226712013	-0.9366023739666808	0.3587887836045596	-0.000527662046370822	-0.003742538839923832	-0.003620113045204691
-2.384099287166749	-0.8591727339101874	0.6467404990342052	-0.001604653849589629	-0.0036423214952380676	-0.003023403344970357
-2.438438318012317	-0.8656714843506438	0.49141066889776835	-0.0030923439569819308	-0.004655116721796186	-0.0003399257814198065
